job_id,title,company,location,role,url,found_at
954309f6-1656-4ecc-900b-401032e35421,Network Engineer,Riot Platforms,"Rockdale, TX",Engineer,https://ats.rippling.com/riot-platforms-careers/jobs/954309f6-1656-4ecc-900b-401032e35421,2026-05-15 15:59 UTC
fad015f8-9d24-406e-a56b-1a7734670d04,DataOps Engineer,Tixr,Remote,Engineer,https://ats.rippling.com/tixr/jobs/fad015f8-9d24-406e-a56b-1a7734670d04,2026-05-15 15:59 UTC
1eb4c224-efbc-40a2-ac12-7d9c4669ac6d,"Software Engineer, Java Backend",Tixr,Remote,Software Engineer,https://ats.rippling.com/tixr/jobs/1eb4c224-efbc-40a2-ac12-7d9c4669ac6d,2026-05-15 15:59 UTC
93430fbb-f622-4c06-8dd2-9ef2d4bb58b3,AI Native Software Engineer,Rearc,Remote,Software Engineer,https://ats.rippling.com/rearc/jobs/93430fbb-f622-4c06-8dd2-9ef2d4bb58b3,2026-05-15 15:59 UTC
0789f319-0a5f-4f47-ae25-2eb51d9a7486,Cybersecurity Engineer 🇦🇺,Rearc,Remote,Engineer,https://ats.rippling.com/rearc/jobs/0789f319-0a5f-4f47-ae25-2eb51d9a7486,2026-05-15 15:59 UTC
b1a2f8d0-ede7-4554-a1d4-b7409994ae42,Cybersecurity Engineer 🇺🇸,Rearc,Remote,Engineer,https://ats.rippling.com/rearc/jobs/b1a2f8d0-ede7-4554-a1d4-b7409994ae42,2026-05-15 15:59 UTC
be8cca56-3036-420c-adb0-04c943c0b8c0,Client Success Analyst,N3XT,Remote,Analyst,https://ats.rippling.com/n3xt-jobs/jobs/be8cca56-3036-420c-adb0-04c943c0b8c0,2026-05-15 15:59 UTC
8e43a73d-2d4c-4904-aaf4-68ac1db2a0c5,DevOps Engineer (L2/L3),N3XT,Remote,Engineer,https://ats.rippling.com/n3xt-jobs/jobs/8e43a73d-2d4c-4904-aaf4-68ac1db2a0c5,2026-05-15 15:59 UTC
9fcc2770-0441-476e-ae19-d4411709db07,DevOps Engineer - Blockchain & Digital Assets,N3XT,Remote,Engineer,https://ats.rippling.com/n3xt-jobs/jobs/9fcc2770-0441-476e-ae19-d4411709db07,2026-05-15 15:59 UTC
3e1e9861-df5a-4313-bd34-427a8fef4666,Software Engineer,N3XT,Remote,Software Engineer,https://ats.rippling.com/n3xt-jobs/jobs/3e1e9861-df5a-4313-bd34-427a8fef4666,2026-05-15 15:59 UTC
e0c22e40-6387-4c46-bb0a-43e2ba4c39a4,AI Engineer,BayRockLabs,"Newark, CA",AI Engineer,https://ats.rippling.com/bayrock-labs/jobs/e0c22e40-6387-4c46-bb0a-43e2ba4c39a4,2026-05-15 15:59 UTC
be02d99e-a1dd-4f21-b3f2-4ddc3bd30448,Backend Developer,BayRockLabs,"Newark, CA",Developer,https://ats.rippling.com/bayrock-labs/jobs/be02d99e-a1dd-4f21-b3f2-4ddc3bd30448,2026-05-15 15:59 UTC
c26f6700-bc3f-49ea-a353-329048a6782b,Front End Contentful CMS Developer,BayRockLabs,"Newark, CA",Developer,https://ats.rippling.com/bayrock-labs/jobs/c26f6700-bc3f-49ea-a353-329048a6782b,2026-05-15 15:59 UTC
ce0b094d-b68a-4a02-9845-c29bb3c3c1bd,Oracle OTM / GTM Cloud Analyst,BayRockLabs,Remote,Analyst,https://ats.rippling.com/bayrock-labs/jobs/ce0b094d-b68a-4a02-9845-c29bb3c3c1bd,2026-05-15 15:59 UTC
b0df6db7-687f-4751-bc5b-35a81f22e7b0,Sailpoint Engineer,BayRockLabs,Remote,Engineer,https://ats.rippling.com/bayrock-labs/jobs/b0df6db7-687f-4751-bc5b-35a81f22e7b0,2026-05-15 15:59 UTC
0074e65a-3483-4302-9c53-cbb3cbb1cf84,Marketing Analyst,Scentbird,Remote,Analyst,https://ats.rippling.com/scentbird/jobs/0074e65a-3483-4302-9c53-cbb3cbb1cf84,2026-05-15 15:59 UTC
